ano,orden,descripcion_obra,domicilio_edificio,cui,prestaciones,nivel_de_aprobacion
2019,13894439,Instalacion 14 ventiladores en aulas,ARCAMENDIA 743,0200259,Electricidad,INSP/SUP
2019,13894442,Instalacion estufas,AVDA. MARTIN GARCIA 874,0200258,Calefaccion y Refrigeracion,INSP/SUP
2019,13894445,Cambio de estufas en aulas,AVDA. MANUEL MONTES DE OCA 807,0200237,Calefaccion y Refrigeracion,INSP/SUP
2019,13894447,Aliviadores pluviales e impermeabilizaci,JOSE PASCUAL TAMBORINI 5324,0200716,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13894449,Rep. revoque y pintura en circulaciones,CONCORDIA 3555,0200792,Albañileria / Pintura,INSP/SUP
2019,13894450,Ejecucion aula digital,CONCORDIA 3555,0200792,Albañileria / Pintura,INSP/SUP
2019,13894451,Colocaciòn artefactos Anti-Humedad,AVDA. ALVAREZ JONTE 5075,0200829,Albañileria / Pintura,INSP/SUP
2019,13894641,Reemplazo de vidrios de seguridad,CNEL. PEDRO CALDERON DE LA BARCA 3073,0200773,Carpinterías,INSP/SUP
2019,13894642,Reemplazo de vidrios de seguridad,CNEL. RAMON LISTA 5256,0200781,Carpinterías,INSP/SUP
2019,13894710,Colocación Iluminación Led provista GCBA,HELGUERA 3228,0200769,Electricidad,INSP/SUP
2019,13894712,Cambio vidrios comunes por seguridad JIN,HELGUERA 3341,0200782,Carpinterías,INSP/SUP
2019,13894766,Cambio vidrios comunes por seguridad JIN,NOGOYA 2557,0200772,Carpinterías,INSP/SUP
2019,13894973,Impermeabilizacion de terraza-2º piso,AVDA. CRISOLOGO LARRALDE 5085,0202188,Cubiertas / Impermeabilizaciones,GER GOIM
2019,13894990,TOM - Cambio de lucarnas.,CARACAS 1249,0200587,Carpinterías,GER GOIM
2019,13895612,CAMBIO DE VIDRIOS EN JARDIN,AVDA. MANUEL MONTES DE OCA 16,0200250,Carpinterías,INSP/SUP
2019,13895614,Recambio de tubos de caldera.,CARACAS 1249,0200587,Calefaccion y Refrigeracion,INSP/SUP
2019,13895851,Cambio vidrios comunes por seguridad JIN,CARACAS 2372,0200678,Carpinterías,INSP/SUP
2019,13895852,Cambiar vidrios en salas Jardín,HELGUERA 3228,0200769,Carpinterías,INSP/SUP
2019,13895853,Impermeabilización de cimientos,SAN BLAS 2962,0200590,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13895907,Pintura en 5 aulas del futuro 2do piso,AVDA. SANTA FE 2778,0200096,Albañileria / Pintura,GER GOIM
2019,13896007,Provision e instalacion tablero bombas,AVDA. LAFUENTE 2670,0200859,Otros Servicios,INSP/SUP
2019,13896323,Tratamiento ignifugo,ESMERALDA 285,0200026,Incendio,INSP/SUP
2019,13896325,Cambio de chapas cubierta sala de musica,CARLOS CALVO 3176,0200328,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13896328,Cambio de membrana en sector gastronomia,CARLOS CALVO 3176,0200328,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13896331,Cambio de ventanas en PB,CARLOS CALVO 3176,0200328,Carpinterías,GER GOIM
2019,13896332,Cambiar lamparas y artefactos por LED,JUAN B. AMBROSETTI 699,0200378,Electricidad,INSP/SUP
2019,13896334,Reparación de cubierta y ventiluces.-,MARIANO ACHA 2250,0200719,Carpinterías,INSP/SUP
2019,13896335,Provisión y colocación de rejas.-,ARGERICH 5651,0200762,Otros Servicios,INSP/SUP
2019,13896337,Colocación de artefactos y tubos de APRA,AVDA. ALVAREZ JONTE 4651,0200807,Electricidad,INSP/SUP
2019,13896338,Reponer luces de emergencia en aulas por,AVDA. GRAL. FERNANDEZ DE LA CRUZ 3605,0200874,Electricidad,INSP/SUP
2019,13896340,Puesta en valor varios sectores,AVDA. RAMÓN CASTILLO 1720,NA,Albañileria / Pintura,INSP/SUP
2019,13896349,Rep artef elec-Carpinteria metalica,BASUALDO 2850,0200648,Electricidad,DDGG DGMESC
2019,13896412,Colocación 3 bebederos prov GCBA,BOLIVIA 2569/2571,0200676,Sanitarias,INSP/SUP
2019,13896415,Coloc 2 bebederos en gimnasio,HELGUERA 3228,0200769,Sanitarias,INSP/SUP
2019,13896416,Colocación 2 bebederos prov GCBA,SANTO TOME 2836,0200786,Sanitarias,INSP/SUP
2019,13896417,Colocación 5 bebederos prov GCBA,HELGUERA 3341,0200782,Sanitarias,INSP/SUP
2019,13896506,Reparar paredes de frente y galeria 1ºp,AVDA. SANTA FE 1510,0200003,Albañileria / Pintura,GER GOIM
2019,13898028,Coloc 4 rejas malladas en puerta acceso,AVDA. RIVADAVIA 5161,0200380,Carpinterías,INSP/SUP
2019,13898030,Ejecucion de obra sector Bº V PB,AVDA. RIVADAVIA 4817,0200377,Sanitarias,INSP/SUP
2019,13898031,Coloc artef de iluminacion led,PUAN 360,0200402,Electricidad,INSP/SUP
2019,13898037,Colocar rejas en carpinterias,AVDA. VARELA 753,0200560,Carpinterías,INSP/SUP
2019,13898038,Reemplazo de luminarias comunes por led,MENDEZ DE ANDES 1451,0200375,Electricidad,INSP/SUP
2019,13898144,Provision y colocacion calefactores TB,JOSE JUAN BIEDMA 459,0200374,Gas,INSP/SUP
2019,13898145,tendido de desague pluvial en patio .,OLIDEN 1245,0200650,Sanitarias,INSP/SUP
2019,13898146,Provisión y colocación de ventanas.-,GRAL. JOSE GERVASIO DE ARTIGAS 5645,0200751,Carpinterías,INSP/SUP
2019,13898147,Instalacion de 2 equipos de Aire Acondic,LUIS VIALE 1046,0200369,Electricidad,INSP/SUP
2019,13898150,Provision y colocacion de protecciones,AVDA. PEDRO GOYENA 984,0200410,Gas,INSP/SUP
2019,13898151,Remodelacion Bº varones y mujeres,AVDA. VARELA 753,0200560,Sanitarias,GER GOIM
2019,13898303,Refaccion sector de aulas del futuro,AVDA. TRIUNVIRATO 4992,0200726,Albañileria / Pintura,GER GOIM
2019,13898316,Ejecutar varias tareas,AVDA. CASEROS 4050,0200848,Albañileria / Pintura,INSP/SUP
2019,13898319,Cambio de artef y tubos de luz APRA,ARREGUI 4430,0200826,Electricidad,INSP/SUP
2019,13898320,Remplazar las chapas del techo,VARELA 358,0200556,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13898381,Reparación revoques y pintura integral,PRIMERA JUNTA 3445,0200564,Albañileria / Pintura,INSP/SUP
2019,13898383,Reparación revoques y pintura integral,AVELINO DIAZ 2356,0200568,Albañileria / Pintura,INSP/SUP
2019,13898385,Colocación 3 bebederos prov GCBA,CARACAS 2057,0200589,Sanitarias,INSP/SUP
2019,13898386,adicional cambio vidrios jardin,ROQUE PEREZ 3545,0200508,Carpinterías,INSP/SUP
2019,13898389,Instalacion de 2 Aº Aº sala de 4 y 5,CNEL. APOLINARIO FIGUEROA 1077,0200359,Electricidad,INSP/SUP
2019,13898392,Reparación revoques y pintura integral,AVELINO DIAZ 2356,0200568,Albañileria / Pintura,INSP/SUP
2019,13898850,Colocación 3 bebederos prov GCBA,ARGERICH 2849,0200770,Sanitarias,INSP/SUP
2019,13898851,Cambio de vidrios en aulas JIN,YERBAL 2370,0200584,Carpinterías,INSP/SUP
2019,13898853,Reparar pared del SUM,SARAVIA 2358,0200626,Albañileria / Pintura,INSP/SUP
2019,13898855,Colocación 3 bebederos prov GCBA,NOGOYA 2557,0200772,Sanitarias,INSP/SUP
2019,13898918,Acondicionar patio interior,AVDA. CRISOLOGO LARRALDE 5085,0202188,Albañileria / Pintura,GER GOIM
2019,13898919,Remplazar ventiladores quemados-Aulas,MIRANDA 4173,0200836,Electricidad,INSP/SUP
2019,13898965,Colocación 3 bebederos prov GCBA,CARACAS 2372,0200678,Sanitarias,INSP/SUP
2019,13899028,Reparar artef de calefaccion,SAN BLAS 5387,0200828,Calefaccion y Refrigeracion,INSP/SUP
2019,13899030,Cambio de Bomba de recirculacion,RAUL SCALABRINI ORTIZ 2760,0200475,Sanitarias,INSP/SUP
2019,13899164,Cambio artefactos de iluminacion,JOSE ANTONIO CABRERA 4078,0200103,Electricidad,INSP/SUP
2019,13899168,Impermeabilización y coloc. luminarias,VIRREY LORETO 3050,0200446,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13899173,Coloc. puerta y revestimiento-Bº superv.,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",0202682,Carpinterías,INSP/SUP
2019,13899177,Colocar 2 AºAº-Dirección y vicedirección,DR. RAMON CARRILLO 317,0200266,Calefaccion y Refrigeracion,INSP/SUP
2019,13899179,Malla metalica sobre rejas de patio ext,11 DE SEPTIEMBRE DE 1888 3451,0200504,Carpinterías,INSP/SUP
2019,13899228,Puesta en valor del patio y casilla,11 DE SEPTIEMBRE DE 1888 3451,0200504,Albañileria / Pintura,INSP/SUP
2019,13899265,Intervencion en carpinteria cubierta,JOSE ANTONIO CABRERA 3484,0200095,Carpinterías,INSP/SUP
2019,13899267,Plataforma con desnivel,AVDA. INTENDENTE CANTILO Y LA PAMPA,0200505,Albañileria / Pintura,INSP/SUP
2019,13899269,Renovación de Grupo Electrogeno Se solic,CNEL.MANUEL JOSE OLASCOAGA 5001,0202596,Electricidad,INSP/SUP
2019,13899312,Provision e instalacion de 5 radiad,RAUL SCALABRINI ORTIZ 2760,0200475,Calefaccion y Refrigeracion,INSP/SUP
2019,13899442,Impermeabilizacion de biblioteca,ZAPATA 449,0200442,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13899443,Construcción de laboratorio,ZAPATA 449,0200442,Albañileria / Pintura,INSP/SUP
2019,13899444,Paneles antihumedad en paredes medianera,ZAPATA 449,0200442,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13899445,Reemplazo vidrios comunes por reglamenta,CNEL. RAMON L. FALCON 4126,0200549,Carpinterías,INSP/SUP
2019,13899446,Reemplazo vidrios comunes por reglamenta,CNEL. RAMON L. FALCON 4151,0200550,Carpinterías,INSP/SUP
2019,13899447,Reemplazo vidrios comunes por reglamenta,JOSE BONIFACIO 3650,0200566,Carpinterías,INSP/SUP
2019,13899448,Reemplazo vidrios comunes por reglamenta,BACACAY 3542,0200592,Carpinterías,INSP/SUP
2019,13899449,Reemplazo vidrios comunes por reglamenta,FONROUGE 346,0200905,Carpinterías,INSP/SUP
2019,13899671,Cambios de artefactos led,FONROUGE 4211,0200961,Electricidad,INSP/SUP
2019,13900377,Instalacion Aº Aº,LAMBARE 975,0200077,Electricidad,INSP/SUP
2019,13900504,Coloc ventiladores Y reflectores jardin,AVDA. CORRIENTES 4261,0200102,Electricidad,INSP/SUP
2019,13900591,Reparar filtraciones en comedor,CARLOS CALVO 3176,0200328,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13900593,Rep revoques bibliot. auxilar. e inicial,LACARRA 1135,0200628,Albañileria / Pintura,INSP/SUP
2019,13900594,Luminarias LED,ECHEANDIA 5650,0200639,Electricidad,INSP/SUP
2019,13900595,Reacondicionamiento de aula,NICASIO OROÑO 2131,0200679,Albañileria / Pintura,INSP/SUP
2019,13900599,Red antipalomas,PALOS (ALT APROX 100-200 PAR) Y JUAN M. BLANES,0202564,Carpinterías,INSP/SUP
2019,13900691,Instalación artefactos y luminarias LED,GAVILAN 4246,0200757,Electricidad,INSP/SUP
2019,13900903,Ampliación Renovación Oficina ESI,CORONEL MARTINIANO CHILAVERT 6090,0200979,Albañileria / Pintura,INSP/SUP
2019,13900905,Colocación de media sombra-Primaria,JUNCAL 3131,0200014,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13901072,Cambio de artefactos de iluminación,CORONEL MARTINIANO CHILAVERT 6090,0200979,Electricidad,INSP/SUP
2019,13901446,Vidrios comunes por vidrios,VALDENEGRO 3525,0200711,Carpinterías,INSP/SUP
2019,13901449,Reemplazo vidrios comunes,NAHUEL HUAPI 5740,0200745,Carpinterías,INSP/SUP
2019,13901813,Reacond aulas 1er piso,AVDA. PUEYRREDON 630,0200086,Albañileria / Pintura,GER GOIM
2019,13901815,Retirar artef iluminacion y coloc nuevos,TRAFUL 3847,0200243,Electricidad,INSP/SUP
2019,13901816,Ejecucion base de tanques e impermeab,VIRREY LORETO 3050,0200446,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13901817,Cambio de meda sombra en jardin,VIRREY LORETO 3050,0200446,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13901819,Tratamiento antihumedad,ZAPATA 449,0200442,Sanitarias,INSP/SUP
2019,13901820,Readecuacion inst gas,ZAPATA 449,0200442,Gas,INSP/SUP
2019,13901822,Reemplazar termicas en el tablero,AVDA. TTE. GRAL. DELLEPIANE 4750,0200633,Electricidad,INSP/SUP
2019,13901823,Reponer/reemplazar térmicas de tablero,MIRALLA 2666,0200627,Electricidad,INSP/SUP
2019,13901825,Pintura de patio,ALMTE. FRANCISCO J. SEGUI 2580,0200666,Albañileria / Pintura,INSP/SUP
2019,13901826,Construcción de baño aula sala de 4,OTERO 271,0200657,Sanitarias,INSP/SUP
2019,13901829,Reparar gabinetes hidrantes,AVDA. TRIUNVIRATO 4992,0200726,Incendio,INSP/SUP
2019,13901831,Reemplazo vidrio comunes por laminados,CAPDEVILA 3156,0200710,Carpinterías,INSP/SUP
2019,13901834,Reacondicionamiento inst. eléctrica.,AVDA. NAZCA 5168,0200760,Electricidad,INSP/SUP
2019,13901836,Rep de revoques y pintura sala maquinas,BRUSELAS 785,0200817,Albañileria / Pintura,INSP/SUP
2019,13901841,ejecución de un cañería subsidiaria de p,CARHUE 2157,0200904,Sanitarias,INSP/SUP
2019,13901849,Colocaion tubos LED,MARIANO ACOSTA 2976,0200864,Electricidad,INSP/SUP
2019,13901852,Aula espacio digital 3er piso,RIOBAMBA 623,0200023,Albañileria / Pintura,INSP/SUP
2019,13901857,Ampliacion piso de juegos,BESARES 4333,0202597,Albañileria / Pintura,INSP/SUP
2019,13902047,Pintura y cambio vidrios sector piscina,AVDA. ALVAREZ JONTE 5081,0200806,Albañileria / Pintura,INSP/SUP
2019,13902048,Extraccion fluidos y cegado de tanque,JOSE PASCUAL TAMBORINI 3948,0200720,Saneamiento,INSP/SUP
2019,13902376,Remodelación baño de varones,AVDA. GRAL. LAS HERAS 3086,0200015,Sanitarias,INSP/SUP
2019,13902378,Vidrios rotos en altura caja de escalera,CONSTITUCION 1839,0200133,Carpinterías,INSP/SUP
2019,13902390,"Coloc rejas ventanas Bº, pasillos, aulas",SAN JOSE 1985,0200228,Carpinterías,INSP/SUP
2019,13902403,Protecciones ventiladores SUM,AVDA. LARRAZABAL 5130,0200965,Electricidad,INSP/SUP
2019,13902404,Reemplazar 4 ventiladores de techo,AVDA. LARRAZABAL 5130,0200965,Electricidad,INSP/SUP
2019,13902405,Reemplazar 5 ventiladores de techo,SOLDADO DE LA FRONTERA 5155,0200964,Electricidad,INSP/SUP
2019,13902406,Reemplazar 1 ventilador de techo,SOLDADO DE LA FRONTERA 5140,0200966,Electricidad,INSP/SUP
2019,13902407,Reemplazar 8 ventiladores de techo,AVDA. LARRAZABAL 4520,0200950,Electricidad,INSP/SUP
2019,13902408,Reemplazar ventiladores techo y pared,CAFAYATE 5388,0200957,Electricidad,INSP/SUP
2019,13902409,Reemplazar valvulas de los baños,CAFAYATE 5388,0200957,Sanitarias,INSP/SUP
2019,13902411,Cambiar 2 ventiladores techo comedor,PERGAMINO 3045,0202180,Electricidad,INSP/SUP
2019,13902412,Reemplazar 2 ventiladores de techo,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",0202682,Electricidad,INSP/SUP
2019,13902414,Reemplazar ventiladores techo y pared,AVDA. LARRAZABAL 5140,0200965,Electricidad,INSP/SUP
2019,13902463,Cambiar 8 ventiladores comedor y aulas,CORRALES 3420 / 3450,0200860,Electricidad,INSP/SUP
2019,13903051,Instalacion electrica para salas,ELIA 473,0200241,Electricidad,INSP/SUP
2019,13903054,Reparación de semicubierta,AVDA. INTENDENTE CANTILO Y LA PAMPA,0200505,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,13903057,Instalacion luminarias LED Se devuelve p,AVDA. LAFUENTE 2670,0200859,Electricidad,INSP/SUP
2019,13910419,Iinstalacion electrica exterior casera,FRANKLIN 1836,0200362,Electricidad,INSP/SUP
2019,13910440,Colocacion 3 estufas aulas del futuro,AVDA. GRAL. LAS HERAS 4078,0200471,Gas,INSP/SUP
2019,13910524,Reemplazo de luminarias comunes por led,YERBAL 25,0200396,Electricidad,INSP/SUP
2019,13910638,Reemplazar luminarias por artef LED,DR. LUIS BELAUSTEGUI 3751,0200594,Electricidad,INSP/SUP
2019,13910639,Reemplazar luminarias por artef LED,SAN BLAS 4356,0200834,Electricidad,INSP/SUP
2019,13910642,Retiro de solado de madera La memoria de,CARLOS CALVO 3176,0200328,Albañileria / Pintura,INSP/SUP
2019,13911592,Ejecucion de tomas en varias salas,COMBATIENTES DE MALVINAS 3002,0200688,Electricidad,INSP/SUP
2019,13911600,Colocación de aislaciones tendido calefa,AVDA. ALVAREZ JONTE 4651,0200807,Calefaccion y Refrigeracion,INSP/SUP
2019,13911641,Reemplazo central de incendio,TILCARA 2856,0200846,Incendio,INSP/SUP
2019,13911642,Piso antideslizante sector juegos,MARIANO ACOSTA 2976,0200864,Albañileria / Pintura,GER GOIM
2019,13911953,Central de incendio se devuelve presupue,TRAFUL 3835,0200239,Incendio,INSP/SUP
2019,13911955,Impermeabilizacion cocina,CARLOS CALVO 3176,0200328,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,34000095,Impermeabilizaciónes varias-,TILCARA 2856,0200846,Albañileria / Pintura,INSP/SUP
2019,34000106,Acondicionamiento en fachada,TILCARA 2856,0200846,Albañileria / Pintura,INSP/SUP
2019,34000107,Cambio tanques de reservas dos(2),AQUINO 6040,0200962,Sanitarias,INSP/SUP
2019,34000108,Impermeabilización de fachada,CNEL. APOLINARIO FIGUEROA 651,0200366,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,34000109,Impermeab. varios sectores,AVDA. FEDERICO LACROZE 2971,0200454,Cubiertas / Impermeabilizaciones,GER GOIM
2019,34000111,Impermeab. sector terraza sala de 5,AVDA. TRIUNVIRATO 5101,0200703,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,34000487,Cambio de vidrios en JIN.,VALLEJOS 2555,0200755,Carpinterías,INSP/SUP
2019,34000628,Cambio de 7 perisferias en baño,11 DE SEPTIEMBRE DE 1888 3451,0200504,Sanitarias,INSP/SUP
2019,34000629,Pintura general en patios,MARIANO ACHA 2250,0200719,Albañileria / Pintura,INSP/SUP
2019,34000630,Reparacion humedad de cimientos,CALLE S/NOMBRE 200 M COBO Y CURAPALIGUE,0200855,Albañileria / Pintura,INSP/SUP
2019,34000631,Remplazo de puesta de ingreso de madera,JOSE IGNACIO RUCCI 3961,0200952,Carpinterías,INSP/SUP
2019,34000632,Instalar 2 aires acondicionados,JOSE CUBAS 2440,0202602,Calefaccion y Refrigeracion,INSP/SUP
2019,34000633,Reparar fallas en inst de gas,PARAGUAY 1452,0202384,Gas,INSP/SUP
2019,34000638,Provision 5 ventiladores,FONROUGE 711,0202204,Electricidad,INSP/SUP
2019,34000639,Provision 4 ventiladores,BASUALDO 2850,0200648,Electricidad,INSP/SUP
2019,34000640,Provision 1 ventilador para reemplazar,AVDA. EVA PERON 6336,NA,Electricidad,INSP/SUP
2019,34000641,Colocar 4 ventiladores,AVDA. PIEDRA BUENA 3100 Y AVDA. EVA PERON,0200923,Electricidad,INSP/SUP
2019,34000642,Coloc 3 ventiladores,AVDA. INTENDENTE FRANCISCO RABANAL 2275,0200851,Electricidad,INSP/SUP
2019,34000643,Coloc vidrios de seguridad en 4 salones,CONCORDIA 3555,0200792,Carpinterías,INSP/SUP
2019,34000644,Cambio de vidrios en JIN.,BAZURCO 2551,0200758,Carpinterías,INSP/SUP
2019,34000645,Cambio de vidrios en JIN.,GRAL. JOSE GERVASIO DE ARTIGAS 5645,0200751,Carpinterías,INSP/SUP
2019,34000646,Cambio de vidrios en JIN,AVDA. NAZCA 5168,0200760,Carpinterías,INSP/SUP
2019,34000647,Reparar cielorraso y retirar desprend.,AVDA. ENTRE RIOS 757,0200139,Albañileria / Pintura,INSP/SUP
2019,34000648,Restauracion de 2 baños,PTE. LUIS SAENZ PEÑA 1215,0200129,Albañileria / Pintura,INSP/SUP
2019,34000917,Pintura en varios sectores,GIRARDOT 1946,0200659,Albañileria / Pintura,GER GOIM
2019,34001001,Cambiar malla y refuerzo cerco perimet.,AVDA. CRISOLOGO LARRALDE 5085,0202188,Carpinterías,INSP/SUP
2019,34001005,Ejecucion de tabique sala instrumentos,AVDA. CRISOLOGO LARRALDE 5085,0202188,Albañileria / Pintura,INSP/SUP
2019,34001006,Coloc 3 bebederos,DR. PEDRO I. RIVERA 4221,0202595,Sanitarias,INSP/SUP
2019,34001511,Reparación del baño de la casera,AVDA. CORRIENTES 5332,0200353,Albañileria / Pintura,INSP/SUP
2019,34001512,Cambio de cañeria cloacal Cocina,MARTINEZ ROSAS 1364,0200673,Sanitarias,INSP/SUP
2019,34001513,Colocacion solado de goma HG 2.00 MM,BONPLAND 1324,0200480,Albañileria / Pintura,INSP/SUP
2019,34001738,Instalar 2 bebederos,MOLDES 1102,0200455,Sanitarias,INSP/SUP
2019,34001739,Instalar 2 bebederos,CONDE 943,0200451,Sanitarias,INSP/SUP
2019,34001921,Instalar 8 bebederos,CONDE 223,0200452,Sanitarias,INSP/SUP
2019,34001922,Instalar 1 bebederos,AVDA. CONGRESO 3045,0200510,Sanitarias,INSP/SUP
2019,34001927,Instalar 5 bebederos,AVDA. CABILDO 3615,0200501,Sanitarias,INSP/SUP
2019,34001928,Instalar 3 bebederos,JUANA AZURDUY 2541,0200498,Sanitarias,INSP/SUP
2019,34001930,Instalar 4 bebederos,ARCOS 2440,0200511,Sanitarias,INSP/SUP
2019,34002202,Instalar 3 bebederos,WENCESLAO VILLAFAÑE 453,0200174,Sanitarias,INSP/SUP
2019,34002203,Reparar fallas en instalacion de gas,OLIDEN 2851,0200629,Gas,INSP/SUP
2019,34002204,Reparaciones varias en cocina,FONROUGE 711,0202204,Electricidad,INSP/SUP
2019,34002205,Coloc modulos de parasoles 1er etapa,AVDA. CRISOLOGO LARRALDE 5085,0202188,Carpinterías,GER GOIM
2019,34002206,Readecuacion instalacion de gas,BESARES 4333,0202597,Gas,INSP/SUP
2019,34002416,Reparar tablero sala de maquina,SUAREZ 1131,0200181,Electricidad,INSP/SUP
2019,34002418,Cambio de tablero sala de maquina,GRAL. GREGORIO ARAOZ DE LAMADRID 676,0200191,Electricidad,INSP/SUP
2019,34002419,Coloc placas tipo armtrong comedor,HERNANDARIAS 556,0200183,Albañileria / Pintura,INSP/SUP
2019,34002461,Ejec puesta a tierra talleres 3er etapa,LOYOLA 1500,0200469,Electricidad,INSP/SUP
2019,34002462,Ejec puesta a tierra talleres 2da etapa,LOYOLA 1500,0200469,Electricidad,INSP/SUP
2019,34002463,Ejec puesta a tierra talleres 1er etapa,LOYOLA 1500,0200469,Electricidad,INSP/SUP
2019,34002707,4 Extintores descargados VANDALISMO,ZUVIRIA 6550,0202584,Incendio,INSP/SUP
2019,34002708,Cambio de caldera para calefacción,LASCANO 3810,0202167,Calefaccion y Refrigeracion,INSP/SUP
2019,34002709,REEMPLAZO VIDRIOS COMUNES POR SEGURIDAD,MARCOS PAZ 1732,0200808,Carpinterías,INSP/SUP
2019,34002711,REEMPLAZO VIDRIOS COMUNES POR SEGURIDAD,BAHIA BLANCA 2535,0200789,Carpinterías,INSP/SUP
2019,34002712,Reemplazo de ventiladores sin reparacion,SARAVIA 2358,0200626,Electricidad,INSP/SUP
2019,34002713,Cambio de artefactos y tubos led,ALEJANDRO MAGARIÑOS CERVANTES 2865,0200598,Electricidad,INSP/SUP
2019,34002715,Reemplazo de luminarias exist por Led,AVDA. JUJUY 150,0200318,Electricidad,INSP/SUP
2019,34003770,Tratamiento de humedad ascendente O.I.,JULIO S. DANTAS 3260,0200783,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,34003804,Ampliacion mosaico granitico en galeria,AVDA. RIESTRA 3300,0202388,Albañileria / Pintura,INSP/SUP
2019,34005427,Cambio solado patio jardin,PICO 2689,0200509,Albañileria / Pintura,INSP/SUP
2019,34005428,Cambio de membrana azotea sobre aulas,FRANCO 2390,0200759,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,34005432,Reja malla Shullman Espacio Digital,VIRGILIO 1980,0200830,Carpinterías,INSP/SUP
2019,34007397,Cerramiento de sector Juegos Jardín,RONDEAU 2751,0200312,Albañileria / Pintura,INSP/SUP
2019,34007398,Protección en bandejas porta cables,AVDA. TTE. GRAL. DELLEPIANE Y AVDA. ESCALADA,0200647,Carpinterías,INSP/SUP
2019,34007399,Limpieza Pileta Enero 2019,AVDA. MIGUEL SANCHEZ 1338,0200523,Sanitarias,INSP/SUP
2019,34007420,Limpieza Pileta Febrero 2019,AVDA. MIGUEL SANCHEZ 1338,0200523,Sanitarias,INSP/SUP
2019,34007421,Limpieza Pileta Marzo 2019,AVDA. MIGUEL SANCHEZ 1338,0200523,Sanitarias,INSP/SUP
2019,34007422,Recambio de luminarias LED,RIO CUARTO Y MONTESQUIEU,0200281,Electricidad,INSP/SUP
2019,34007423,Reparación de cornisa sobre fachada,ESTADOS UNIDOS 3141,0200334,Albañileria / Pintura,INSP/SUP
2019,34007424,Colocación de mallas metálicas-Frente,MARTINIANO LEGUIZAMON 1470,0200913,Carpinterías,INSP/SUP
2019,34007425,Reemplazo de vidrios 3+3 en Jardín,GARCIA DE COSSIO 5570,0200909,Carpinterías,INSP/SUP
2019,34007426,Reconstruccion cerco cantero patio,CORRALES 3420,0200860,Otros Servicios,INSP/SUP
2019,34007427,Colocación 4 reflectores en Sector Pilet,AVDA. ALVAREZ JONTE 5081,0200806,Electricidad,INSP/SUP
2019,34007429,Reemplazo de vidrios 3+3,CNEL. RAMON L. FALCON 4801,0200624,Carpinterías,INSP/SUP
2019,34007430,Reemplazo de vidrios 3+3,RAFAELA 5159,0200619,Carpinterías,INSP/SUP
2019,34007431,Reemplazo de vidrios 3+3 en Jardín,JOAQUIN V. GONZALEZ 180,0200586,Carpinterías,INSP/SUP
2019,34007432,Recubrimiento chapa s- escalera azotea,PJE. LA PORTEÑA 54,0200607,Sanitarias,INSP/SUP
2019,34007435,Impermeabilizar Bº del frente y casera,AVDA. CABILDO 3615,0200501,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,34007436,Aula Adicional Discapacitados,CONESA 1855,0200521,Albañileria / Pintura,INSP/SUP
2019,34007437,Mamposterías,LA PAMPA 1240,0200479,Albañileria / Pintura,INSP/SUP
2019,34007438,Reja Perimetral-Piso y contrapiso,LA PAMPA 1240,0200479,Carpinterías,INSP/SUP
2019,34007440,Colocación de 2 bebederos,ESTRADA 627,0200413,Sanitarias,INSP/SUP
2019,34007441,Colocación de 5 bebederos,AVDA. JOSE MARIA MORENO 480,0200406,Sanitarias,INSP/SUP
2019,34007443,Colocación de 3 bebederos,BEAUCHEF 1869,0200415,Sanitarias,INSP/SUP
2019,34007444,Cielorraso-Revestimiento en circul PB,AVDA. MANUEL MONTES DE OCA 121,0200254,Albañileria / Pintura,INSP/SUP
2019,34007445,Vidrios de lucarna y aleros,AVDA. MARTIN GARCIA 874,0200258,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,34007446,"Pintura de aulas de galeria, cielorrasos",AVDA. MARTIN GARCIA 874,0200258,Albañileria / Pintura,INSP/SUP
2019,34007610,IMPERMEABILIZACIÓN,AVDA. INTENDENTE FRANCISCO RABANAL 1549,0200870,Cubiertas / Impermeabilizaciones,INSP/SUP
2019,34007611,Reemplazo de tanques de fibrocemento,AVDA. FEDERICO LACROZE 2971,0200454,Sanitarias,INSP/SUP
